"Profile_ID","Age","Gender","Role","Seniority_Level","Company_Name","Company_Size_Employees","Industry","Location_City","Business_Interests","Business_Objectives","Constraints"
"5148","18","Non-binary","Investment Analyst","Executive","Salesforce","24","HealthTech","Singapore","Product Management;Marketing;AI;Open Source","Learning about industry trends;Seeking startup or founder connections;Building professional visibility","Prefer companies with some market validation"
"5149","52","Male","Co-Founder","Senior","EY","761","HealthTech","Berlin","Open Source;Data Science;SaaS;Content Creation","Learning about industry trends","Not interested in solo consulting gigs"
"5150","31","Male","Investment Analyst","Senior","PhonePe","21","EdTech","London","Corporate Innovation","Hiring for current or future roles;Learning about industry trends;Exploring freelance or contract work","Prefer companies with some market validation;Not evaluating service-based businesses"
"5151","22","Non-binary","Product Manager","","Google","568","E-commerce","Paris","Open Source;Marketing;AI","Learning about industry trends","Not interested in purely sales-driven roles;Prefer companies with clear product ownership"
"5152","29","Female","Content Creator","Executive","Freshworks","21","Media","Berlin","Content Creation;Startup Ecosystem","Building professional visibility","Looking for brand collaborations or creator partnerships"
"5153","38","Male","HR Manager","Senior","Tokopedia","37","E-commerce","Singapore","Marketing;AI","Exploring partnerships or collaborations;Looking for internship opportunities;Learning about industry trends","Interested in hiring or employer branding discussions"
"5154","23","Female","CTO","Junior","Adobe","24","Media","Paris","Content Creation","Looking for internship opportunities;Mentorship and guidance","Interested in technical leadership discussions;Prefer product-scale technical challenges"
"5155","52","Female","Business Analyst","Executive","Meta","23","EdTech","New York","Data Science;SaaS;Startup Ecosystem","Building professional visibility;Mentorship and guidance","Interested in strategy, analytics, or ops roles"
"5156","54","Non-binary","Founder","Executive","Freshworks","14","HealthTech","Bangalore","SaaS;Product Management","Exploring partnerships or collaborations","Prefer discussions with decision-makers only"
"5157","26","Non-binary","Business Analyst","Mid","TikTok","750","FinTech","Singapore","Content Creation;Data Science;Startup Ecosystem;Product Management","Career transition planning;Networking with industry peers","Prefer data-driven organizations;Not looking for hardcore sales positions"
"5158","19","Male","Co-Founder","Executive","Swiggy","189","SaaS","Toronto","Corporate Innovation;Venture Capital;Content Creation","Career transition planning","Not interested in solo consulting gigs;Prefer long-term collaboration opportunities"
"5159","41","Male","Co-Founder","Mid","Oracle","44","Climate Tech","Dubai","Open Source;Startup Ecosystem;SaaS;Venture Capital","Exploring freelance or contract work;Hiring for current or future roles;Seeking startup or founder connections","Not interested in solo consulting gigs;Prefer long-term collaboration opportunities"
"5160","38","Female","Product Manager","Executive","PwC","17","Supply Chain","Toronto","Startup Ecosystem;Content Creation;Data Science","Networking with industry peers;Exploring partnerships or collaborations;Understanding investor expectations","Not interested in purely sales-driven roles"
"5161","37","Non-binary","Business Analyst","Senior","Uber","97","HealthTech","Bangalore","Data Science","Understanding investor expectations;Exploring partnerships or collaborations;Hiring for current or future roles","Prefer data-driven organizations"
"5162","56","Female","Product Manager","","Stripe","873","AI","San Francisco","SaaS;Startup Ecosystem","Exploring partnerships or collaborations","Prefer companies with clear product ownership"
"5163","46","Female","Marketing Manager","Mid","Tokopedia","220","SaaS","Paris","Sales;Data Science;Content Creation","Understanding investor expectations;Learning about industry trends","Not looking for pure content-only positions"
"5164","57","Male","Investment Analyst","Executive","IBM","48","E-commerce","Bangalore","Data Science","Hiring for current or future roles","Not evaluating service-based businesses;Prefer companies with some market validation"
"5165","42","Male","Founder","Mid","Swiggy","730","FinTech","Singapore","Corporate Innovation","Networking with industry peers;Looking for internship opportunities","Looking to connect with experienced operators or advisors"
"5166","27","Male","Business Analyst","","Flipkart","148","HealthTech","Paris","Sales","Exploring partnerships or collaborations","Interested in strategy, analytics, or ops roles"
"5167","30","Non-binary","Business Analyst","Senior","KPMG","46","E-commerce","Sydney","Open Source;Content Creation;Product Management","Building professional visibility;Seeking startup or founder connections;Exploring new job opportunities","Not looking for hardcore sales positions"
"5168","56","Male","Content Creator","Junior","PhonePe","140","E-commerce","Berlin","Product Management;Content Creation;Data Science","Mentorship and guidance","Looking for brand collaborations or creator partnerships"
"5169","34","Non-binary","Marketing Manager","Junior","TikTok","39","Climate Tech","Dubai","Marketing;Startup Ecosystem","Exploring freelance or contract work;Building professional visibility","Not looking for pure content-only positions;Interested in growth or performance marketing roles"
"5170","24","Female","Consultant","Senior","Infosys","118","Climate Tech","Singapore","Venture Capital;Product Management","Exploring freelance or contract work","Not interested in permanent full-time roles"
"5171","55","Female","Software Engineer","Senior","Oracle","110402","E-commerce","Singapore","Data Science;Startup Ecosystem;Venture Capital;Sales","Networking with industry peers;Looking for internship opportunities;Understanding investor expectations","Prefer product-focused companies over agencies"
"5172","39","Female","Marketing Manager","","Netflix","164","E-commerce","Paris","Corporate Innovation","Building professional visibility;Mentorship and guidance;Career transition planning","Interested in growth or performance marketing roles"
"5173","26","Female","Founder","Senior","ByteDance","23","SaaS","Toronto","Venture Capital;Sales;AI","Learning about industry trends;Exploring new job opportunities","Looking to connect with experienced operators or advisors"
"5174","50","Female","Sales Executive","Executive","IBM","56374","FinTech","New York","Venture Capital","Hiring for current or future roles;Exploring partnerships or collaborations;Learning about industry trends","Prefer companies with established products"
"5175","55","Male","Consultant","Mid","TikTok","36","Climate Tech","San Francisco","Data Science;Venture Capital","Career transition planning;Exploring partnerships or collaborations;Understanding investor expectations","Looking for short-term or project-based engagements;Prefer strategy or transformation work"
"5176","20","Non-binary","Investment Analyst","Executive","Grab","450","SaaS","London","SaaS;Venture Capital;Startup Ecosystem;Content Creation","Networking with industry peers;Career transition planning;Exploring partnerships or collaborations","Not evaluating service-based businesses;Interested only in scalable, venture-backable startups"
"5177","48","Male","Data Scientist","Junior","EY","19","HealthTech","Dubai","Venture Capital;AI;Sales","Exploring partnerships or collaborations;Exploring freelance or contract work","Not open to non-technical roles"
"5178","40","Non-binary","Software Engineer","Executive","Deloitte","44","E-commerce","Dubai","Content Creation","Mentorship and guidance","Only interested in technical discussions or engineering roles;Prefer product-focused companies over agencies"
"5179","24","Non-binary","Co-Founder","Junior","Intel","31","Supply Chain","Dubai","Sales;Product Management;AI;Open Source","Building professional visibility","Exploring complementary skillset co-founders;Not interested in solo consulting gigs"
"5180","43","Non-binary","Student","Mid","Uber","","Climate Tech","Bangalore","Startup Ecosystem;Product Management","Exploring new job opportunities;Exploring freelance or contract work;Networking with industry peers","Prefer learning-focused conversations"
"5181","18","Non-binary","Software Engineer","Senior","Microsoft","34","SaaS","Berlin","SaaS","Looking for internship opportunities","Not looking for sales or marketing opportunities;Prefer product-focused companies over agencies"
"5182","38","Male","Data Scientist","Executive","Meta","6795","Climate Tech","Dubai","Marketing;Corporate Innovation","Exploring partnerships or collaborations;Career transition planning;Mentorship and guidance","Not open to non-technical roles;Prefer teams working with real-world production data"
"5183","54","Male","Student","Junior","Uber","","AI","San Francisco","Open Source","Hiring for current or future roles;Exploring partnerships or collaborations;Networking with industry peers","Prefer learning-focused conversations"
"5184","45","Non-binary","Co-Founder","Executive","Shopee","16","FinTech","Toronto","SaaS;Startup Ecosystem;AI;Open Source","Learning about industry trends;Networking with industry peers;Building professional visibility","Not interested in solo consulting gigs"
"5185","29","Female","Data Scientist","Mid","OpenAI","115565","FinTech","New York","SaaS;Venture Capital;Product Management;Corporate Innovation","Mentorship and guidance;Seeking startup or founder connections","Not open to non-technical roles;Prefer teams working with real-world production data"
"5186","34","Male","Marketing Manager","Executive","PhonePe","15","Supply Chain","Sydney","SaaS;Corporate Innovation","Seeking startup or founder connections;Exploring freelance or contract work;Career transition planning","Interested in growth or performance marketing roles;Prefer B2C or high-growth startups"
"5187","56","Non-binary","Sales Executive","Senior","Salesforce","109657","AI","Bangalore","Sales;Startup Ecosystem;Marketing","Learning about industry trends;Understanding investor expectations;Building professional visibility","Not interested in early unpaid opportunities;Looking for revenue-facing roles only"
"5188","37","Non-binary","Product Manager","Executive","Accenture","98249","FinTech","Singapore","Content Creation","Building professional visibility;Career transition planning","Not interested in purely sales-driven roles;Looking for product-led organizations"
"5189","53","Non-binary","Marketing Manager","Executive","BCG","10","FinTech","London","Sales","Mentorship and guidance;Hiring for current or future roles","Interested in growth or performance marketing roles"
"5190","23","Male","HR Manager","Executive","Bain","30","AI","Toronto","Sales;Data Science","Hiring for current or future roles","Not exploring individual contributor roles"
"5191","18","Male","Product Manager","Junior","Databricks","30","Climate Tech","Berlin","Startup Ecosystem;Content Creation","Building professional visibility;Understanding investor expectations","Not interested in purely sales-driven roles;Prefer companies with clear product ownership"
"5192","41","Male","Business Analyst","","Atlassian","735","SaaS","Berlin","Venture Capital;Corporate Innovation","Understanding investor expectations;Exploring freelance or contract work;Seeking startup or founder connections","Interested in strategy, analytics, or ops roles;Prefer data-driven organizations"
"5193","39","Non-binary","Software Engineer","Mid","Tokopedia","49","EdTech","London","Venture Capital;Product Management;Marketing","Hiring for current or future roles;Exploring freelance or contract work;Networking with industry peers","Only interested in technical discussions or engineering roles"
"5194","48","Non-binary","Data Scientist","Mid","Microsoft","27","HealthTech","Dubai","Marketing;Content Creation;Data Science;SaaS","Exploring new job opportunities;Networking with industry peers","Interested only in data-driven or AI-focused teams"
"5195","30","Female","HR Manager","","Freshworks","114","Supply Chain","Singapore","SaaS","Seeking startup or founder connections;Hiring for current or future roles;Exploring freelance or contract work","Interested in hiring or employer branding discussions"
"5196","19","Male","Business Analyst","Mid","Amazon","276","E-commerce","Paris","Startup Ecosystem;Sales;Data Science","Exploring freelance or contract work","Interested in strategy, analytics, or ops roles;Not looking for hardcore sales positions"
"5197","43","Non-binary","Founder","Senior","Shopify","93616","E-commerce","Paris","SaaS;Venture Capital;Marketing;Data Science","Looking for internship opportunities;Seeking startup or founder connections;Building professional visibility","Looking to connect with experienced operators or advisors;Prefer discussions with decision-makers only"
"5198","52","Male","Content Creator","Senior","Wipro","43","EdTech","Berlin","Venture Capital;Data Science;AI;Startup Ecosystem","Learning about industry trends;Looking for internship opportunities","Not interested in full-time corporate roles;Looking for brand collaborations or creator partnerships"
"5199","52","Female","Student","Executive","BCG","","EdTech","Sydney","Corporate Innovation","Hiring for current or future roles","Not interested in full-time senior positions;Prefer learning-focused conversations"
"5200","22","Non-binary","Founder","","Snowflake","113","E-commerce","Berlin","Startup Ecosystem","Understanding investor expectations;Learning about industry trends;Exploring new job opportunities","Not interested in service or agency partnerships;Looking to connect with experienced operators or advisors"
"5201","38","Male","Investment Analyst","","Oracle","23","HealthTech","Sydney","Startup Ecosystem","Building professional visibility;Seeking startup or founder connections","Interested only in scalable, venture-backable startups;Not evaluating service-based businesses"
"5202","18","Female","Business Analyst","Junior","Deloitte","168","SaaS","Toronto","Sales;Startup Ecosystem;Product Management;Venture Capital","Looking for internship opportunities;Exploring partnerships or collaborations;Hiring for current or future roles","Interested in strategy, analytics, or ops roles"
"5203","47","Male","Investment Analyst","Senior","Shopee","514","Media","Paris","Product Management;Open Source","Building professional visibility","Interested only in scalable, venture-backable startups;Prefer companies with some market validation"
"5204","18","Male","Investment Analyst","Junior","Accenture","911","Supply Chain","Berlin","AI;Marketing;Product Management","Understanding investor expectations","Not evaluating service-based businesses"
"5205","23","Non-binary","Content Creator","Senior","Spotify","194","Supply Chain","Paris","Data Science;Product Management","Learning about industry trends","Not interested in full-time corporate roles;Looking for brand collaborations or creator partnerships"
"5206","57","Non-binary","Data Scientist","Junior","Atlassian","227","AI","Berlin","Marketing;Sales;AI;Data Science","Seeking startup or founder connections","Not open to non-technical roles;Prefer teams working with real-world production data"
"5207","47","Male","Sales Executive","","Razorpay","117783","SaaS","Toronto","Open Source;Sales;Startup Ecosystem","Hiring for current or future roles","Not interested in early unpaid opportunities"
"5208","47","Male","Data Scientist","Executive","OpenAI","235","E-commerce","Singapore","Marketing;Open Source","Understanding investor expectations;Exploring partnerships or collaborations","Not open to non-technical roles"
"5209","57","Female","CTO","Senior","IBM","31","AI","Berlin","Venture Capital","Career transition planning","Interested in technical leadership discussions;Not looking for junior engineering roles"
"5210","58","Male","Student","","BCG","","AI","Berlin","Product Management;AI;Corporate Innovation","Exploring partnerships or collaborations","Prefer learning-focused conversations"
"5211","37","Male","HR Manager","","EY","80","EdTech","San Francisco","SaaS;Product Management;Open Source","Learning about industry trends;Seeking startup or founder connections","Prefer companies with growing teams"
"5212","51","Female","Content Creator","Junior","Razorpay","25","EdTech","New York","Sales;Open Source;Venture Capital","Learning about industry trends","Not interested in full-time corporate roles"
"5213","30","Non-binary","HR Manager","Executive","Shopee","6","FinTech","Bangalore","Open Source;Marketing;Corporate Innovation;Data Science","Mentorship and guidance","Not exploring individual contributor roles;Interested in hiring or employer branding discussions"
"5214","47","Non-binary","Sales Executive","Senior","Wipro","641","Climate Tech","London","SaaS;Product Management","Career transition planning","Not interested in early unpaid opportunities;Prefer companies with established products"
"5215","29","Female","Business Analyst","Executive","TCS","13","Media","Toronto","Product Management;Data Science","Seeking startup or founder connections;Hiring for current or future roles","Interested in strategy, analytics, or ops roles;Prefer data-driven organizations"
"5216","46","Non-binary","Investment Analyst","Senior","Salesforce","45","Media","Bangalore","Venture Capital","Exploring partnerships or collaborations;Exploring freelance or contract work;Mentorship and guidance","Not evaluating service-based businesses"
"5217","57","Non-binary","HR Manager","","Stripe","296","HealthTech","Sydney","Data Science;Corporate Innovation;Venture Capital;SaaS","Networking with industry peers;Understanding investor expectations;Learning about industry trends","Prefer companies with growing teams;Interested in hiring or employer branding discussions"
"5218","46","Male","HR Manager","Executive","PhonePe","96873","SaaS","San Francisco","Data Science;Open Source;Product Management","Exploring freelance or contract work;Networking with industry peers","Prefer companies with growing teams"
"5219","21","Non-binary","Sales Executive","Senior","Paytm","73878","EdTech","Singapore","Open Source","Building professional visibility;Hiring for current or future roles;Career transition planning","Not interested in early unpaid opportunities"
"5220","30","Male","Content Creator","","Zomato","94763","FinTech","Bangalore","Venture Capital","Seeking startup or founder connections;Building professional visibility;Mentorship and guidance","Prefer flexible or remote opportunities;Looking for brand collaborations or creator partnerships"
"5221","36","Female","Content Creator","Mid","Snowflake","210","EdTech","Singapore","Corporate Innovation;Product Management;Content Creation","Understanding investor expectations;Looking for internship opportunities;Networking with industry peers","Prefer flexible or remote opportunities;Not interested in full-time corporate roles"
"5222","22","Male","Founder","Mid","Spotify","33739","AI","Bangalore","Marketing;Corporate Innovation;Content Creation;Data Science","Career transition planning","Looking to connect with experienced operators or advisors;Not interested in service or agency partnerships"
"5223","36","Male","Business Analyst","Mid","Salesforce","211","AI","San Francisco","Venture Capital","Hiring for current or future roles;Seeking startup or founder connections","Not looking for hardcore sales positions;Prefer data-driven organizations"
"5224","42","Non-binary","Data Scientist","","Grab","7","HealthTech","San Francisco","Corporate Innovation","Networking with industry peers","Not open to non-technical roles"
"5225","19","Non-binary","Business Analyst","Junior","Intel","26","Supply Chain","San Francisco","Startup Ecosystem;Marketing;SaaS;Product Management","Seeking startup or founder connections;Building professional visibility","Not looking for hardcore sales positions;Prefer data-driven organizations"
"5226","44","Female","Student","Senior","Intel","","Media","Singapore","SaaS;Content Creation","Exploring partnerships or collaborations","Prefer learning-focused conversations;Not interested in full-time senior positions"
"5227","46","Female","Business Analyst","Junior","BCG","23","Media","Bangalore","Data Science;Corporate Innovation;Startup Ecosystem","Building professional visibility;Hiring for current or future roles;Mentorship and guidance","Interested in strategy, analytics, or ops roles"
"5228","43","Non-binary","Content Creator","Junior","TCS","44","Climate Tech","Sydney","Content Creation;Product Management","Networking with industry peers;Exploring partnerships or collaborations;Hiring for current or future roles","Looking for brand collaborations or creator partnerships"
"5229","22","Non-binary","Founder","Executive","McKinsey","6","AI","Bangalore","Sales","Networking with industry peers;Looking for internship opportunities","Prefer discussions with decision-makers only;Looking to connect with experienced operators or advisors"
"5230","30","Male","Student","","Microsoft","","Climate Tech","London","Sales","Learning about industry trends;Looking for internship opportunities","Prefer learning-focused conversations"
"5231","28","Female","Software Engineer","","Apple","12","AI","Berlin","SaaS;Venture Capital;Open Source;Product Management","Networking with industry peers","Not looking for sales or marketing opportunities"
"5232","43","Female","Product Manager","","KPMG","135","E-commerce","Sydney","Corporate Innovation;Content Creation;Data Science;SaaS","Hiring for current or future roles","Looking for product-led organizations;Not interested in purely sales-driven roles"
"5233","30","Male","HR Manager","Mid","Shopify","286","E-commerce","Berlin","Product Management;Marketing;Content Creation","Understanding investor expectations;Career transition planning;Seeking startup or founder connections","Interested in hiring or employer branding discussions"
"5234","48","Female","Consultant","Junior","Zoho","191","E-commerce","London","AI;Data Science;Sales","Seeking startup or founder connections;Exploring new job opportunities","Looking for short-term or project-based engagements"
"5235","56","Female","Business Analyst","","Spotify","254","Media","Singapore","Marketing;Content Creation;AI;Data Science","Career transition planning;Hiring for current or future roles;Networking with industry peers","Prefer data-driven organizations;Not looking for hardcore sales positions"
"5236","50","Male","Product Manager","Mid","Infosys","243","Supply Chain","Paris","Data Science;SaaS;Content Creation","Career transition planning","Looking for product-led organizations"
"5237","51","Male","Investment Analyst","Senior","KPMG","103859","Media","Dubai","AI;Venture Capital;Product Management;SaaS","Seeking startup or founder connections","Prefer companies with some market validation"
"5238","52","Female","Software Engineer","Executive","Tokopedia","19","EdTech","New York","Corporate Innovation","Career transition planning;Exploring partnerships or collaborations;Exploring freelance or contract work","Prefer product-focused companies over agencies"
"5239","58","Female","Sales Executive","Senior","Meta","116959","FinTech","San Francisco","AI;Corporate Innovation;Content Creation","Exploring partnerships or collaborations","Prefer companies with established products;Not interested in early unpaid opportunities"
"5240","35","Male","Data Scientist","Mid","Wipro","721","E-commerce","Singapore","Venture Capital;Product Management;Corporate Innovation","Looking for internship opportunities;Learning about industry trends","Prefer teams working with real-world production data"
"5241","32","Male","Data Scientist","Executive","Zoho","21795","Supply Chain","Toronto","Data Science;Startup Ecosystem;AI","Career transition planning","Interested only in data-driven or AI-focused teams"
"5242","36","Female","HR Manager","Mid","Meta","138283","HealthTech","Singapore","SaaS;Marketing","Seeking startup or founder connections;Exploring new job opportunities","Interested in hiring or employer branding discussions;Not exploring individual contributor roles"
"5243","30","Female","Business Analyst","Executive","Salesforce","8","Climate Tech","Singapore","Data Science;Open Source;SaaS","Exploring partnerships or collaborations;Looking for internship opportunities","Interested in strategy, analytics, or ops roles"
"5244","44","Non-binary","Software Engineer","","Razorpay","148549","HealthTech","Dubai","Marketing","Hiring for current or future roles;Seeking startup or founder connections","Only interested in technical discussions or engineering roles"
"5245","53","Non-binary","Data Scientist","Junior","Snowflake","10653","EdTech","San Francisco","Data Science;Venture Capital","Learning about industry trends;Exploring partnerships or collaborations;Building professional visibility","Not open to non-technical roles"
"5246","24","Female","HR Manager","","Tokopedia","291","Supply Chain","Sydney","Data Science;Content Creation;Venture Capital","Understanding investor expectations;Mentorship and guidance;Looking for internship opportunities","Not exploring individual contributor roles"
"5247","31","Male","Product Manager","","Grab","39","Climate Tech","San Francisco","Venture Capital","Hiring for current or future roles","Looking for product-led organizations;Prefer companies with clear product ownership"
"5248","47","Non-binary","Product Manager","Mid","Apple","12","EdTech","New York","SaaS;AI;Data Science","Exploring new job opportunities;Building professional visibility;Networking with industry peers","Prefer companies with clear product ownership"
"5249","32","Male","Product Manager","Senior","IBM","13","Supply Chain","London","AI;Startup Ecosystem;Marketing","Understanding investor expectations;Seeking startup or founder connections;Career transition planning","Looking for product-led organizations;Not interested in purely sales-driven roles"
"5250","33","Female","Data Scientist","Junior","Netflix","14","SaaS","Berlin","Corporate Innovation;Open Source;Sales","Exploring partnerships or collaborations","Prefer teams working with real-world production data;Interested only in data-driven or AI-focused teams"
"5251","42","Male","Sales Executive","Executive","Amazon","104140","FinTech","London","Venture Capital;Sales;Corporate Innovation","Mentorship and guidance;Seeking startup or founder connections;Building professional visibility","Prefer companies with established products"
"5252","40","Female","Marketing Manager","Mid","Stripe","110","E-commerce","Sydney","AI;Product Management;Corporate Innovation;Venture Capital","Exploring new job opportunities;Career transition planning;Hiring for current or future roles","Interested in growth or performance marketing roles"
"5253","36","Female","Content Creator","Mid","Netflix","23","FinTech","Sydney","Marketing;Content Creation","Building professional visibility;Looking for internship opportunities;Learning about industry trends","Prefer flexible or remote opportunities"
"5254","24","Male","CTO","","Apple","29","AI","London","Content Creation;Sales;Venture Capital;SaaS","Learning about industry trends","Prefer product-scale technical challenges;Not looking for junior engineering roles"
"5255","46","Male","Investment Analyst","Executive","McKinsey","6","SaaS","Dubai","Open Source;AI","Networking with industry peers;Hiring for current or future roles","Not evaluating service-based businesses"
"5256","58","Male","Investment Analyst","Senior","Netflix","141","Climate Tech","Toronto","SaaS","Building professional visibility;Career transition planning","Prefer companies with some market validation"
"5257","22","Male","Software Engineer","Mid","Swiggy","464","Climate Tech","San Francisco","Open Source;Data Science","Exploring freelance or contract work;Building professional visibility;Learning about industry trends","Not looking for sales or marketing opportunities;Only interested in technical discussions or engineering roles"
"5258","32","Non-binary","Consultant","Executive","Accenture","23","Media","San Francisco","Open Source","Building professional visibility","Not interested in permanent full-time roles;Prefer strategy or transformation work"
"5259","34","Non-binary","Consultant","Executive","SAP","234","Supply Chain","Toronto","Startup Ecosystem","Learning about industry trends","Not interested in permanent full-time roles;Looking for short-term or project-based engagements"
"5260","54","Male","Consultant","Executive","Razorpay","29","E-commerce","San Francisco","SaaS;Venture Capital","Learning about industry trends;Exploring freelance or contract work","Not interested in permanent full-time roles;Looking for short-term or project-based engagements"
"5261","55","Female","Co-Founder","Executive","Razorpay","540","AI","Dubai","SaaS;AI;Startup Ecosystem;Corporate Innovation","Learning about industry trends;Networking with industry peers","Exploring complementary skillset co-founders"
"5262","50","Non-binary","Student","","SAP","","SaaS","Sydney","Data Science;Open Source;SaaS;Marketing","Seeking startup or founder connections;Understanding investor expectations","Prefer learning-focused conversations"
"5263","41","Female","CTO","","Wipro","35","E-commerce","Paris","Open Source","Hiring for current or future roles;Building professional visibility;Seeking startup or founder connections","Not looking for junior engineering roles;Prefer product-scale technical challenges"
"5264","55","Non-binary","Product Manager","Junior","Zoho","24678","Media","Dubai","Venture Capital","Exploring freelance or contract work;Understanding investor expectations;Networking with industry peers","Prefer companies with clear product ownership;Not interested in purely sales-driven roles"
"5265","58","Male","Co-Founder","Senior","Infosys","999","HealthTech","Sydney","SaaS;Product Management;Startup Ecosystem","Mentorship and guidance","Not interested in solo consulting gigs;Prefer long-term collaboration opportunities"
"5266","23","Female","Founder","","EY","20","AI","Dubai","Open Source","Looking for internship opportunities;Exploring freelance or contract work","Looking to connect with experienced operators or advisors"
"5267","32","Female","Consultant","","Paytm","286","HealthTech","Paris","Data Science;Sales;Startup Ecosystem","Looking for internship opportunities","Prefer strategy or transformation work;Looking for short-term or project-based engagements"
"5268","51","Female","Product Manager","Mid","Swiggy","272","EdTech","Dubai","Open Source;Corporate Innovation;Data Science;Venture Capital","Exploring new job opportunities;Exploring freelance or contract work","Not interested in purely sales-driven roles"
"5269","44","Non-binary","HR Manager","Junior","PhonePe","63009","Media","Toronto","Venture Capital","Exploring partnerships or collaborations","Prefer companies with growing teams;Not exploring individual contributor roles"
"5270","43","Non-binary","Co-Founder","Senior","Shopify","217","E-commerce","Berlin","Venture Capital;Content Creation;Open Source;Corporate Innovation","Exploring freelance or contract work;Mentorship and guidance","Not interested in solo consulting gigs;Exploring complementary skillset co-founders"
"5271","28","Female","Content Creator","","Salesforce","90","AI","Toronto","Corporate Innovation","Exploring freelance or contract work;Mentorship and guidance","Prefer flexible or remote opportunities;Not interested in full-time corporate roles"
"5272","32","Non-binary","Software Engineer","Mid","Stripe","10","AI","Bangalore","Corporate Innovation;Content Creation;Product Management","Building professional visibility;Exploring partnerships or collaborations","Prefer product-focused companies over agencies;Only interested in technical discussions or engineering roles"
"5273","41","Non-binary","Co-Founder","Senior","Zomato","13","FinTech","Bangalore","Product Management;Sales;Content Creation;Corporate Innovation","Understanding investor expectations;Exploring freelance or contract work;Exploring new job opportunities","Prefer long-term collaboration opportunities;Exploring complementary skillset co-founders"
"5274","37","Female","HR Manager","Junior","EY","203","E-commerce","San Francisco","Startup Ecosystem;Content Creation;Open Source;Marketing","Career transition planning;Building professional visibility","Not exploring individual contributor roles;Prefer companies with growing teams"
"5275","41","Female","Data Scientist","Junior","Freshworks","6646","Climate Tech","San Francisco","Marketing;SaaS","Exploring freelance or contract work","Not open to non-technical roles"
"5276","53","Female","Consultant","","Flipkart","782","Media","Dubai","Product Management;SaaS;Venture Capital","Exploring partnerships or collaborations;Looking for internship opportunities;Understanding investor expectations","Prefer strategy or transformation work;Not interested in permanent full-time roles"
"5277","36","Non-binary","Software Engineer","Senior","Snowflake","44","Media","Bangalore","AI;Corporate Innovation","Exploring freelance or contract work;Networking with industry peers;Exploring partnerships or collaborations","Not looking for sales or marketing opportunities;Only interested in technical discussions or engineering roles"
"5278","33","Female","Co-Founder","Junior","Flipkart","20","E-commerce","London","AI;Product Management","Networking with industry peers;Seeking startup or founder connections","Exploring complementary skillset co-founders"
"5279","35","Non-binary","Data Scientist","Mid","EY","22","SaaS","Berlin","Product Management","Building professional visibility","Prefer teams working with real-world production data"
"5280","32","Female","Student","","Shopify","","EdTech","Berlin","Open Source;AI","Learning about industry trends;Career transition planning","Prefer learning-focused conversations"
"5281","52","Non-binary","Consultant","","IBM","259","Climate Tech","London","Startup Ecosystem;AI","Learning about industry trends;Seeking startup or founder connections","Looking for short-term or project-based engagements;Not interested in permanent full-time roles"
"5282","32","Male","Content Creator","","Bain","272","SaaS","London","Startup Ecosystem;Venture Capital","Exploring partnerships or collaborations","Not interested in full-time corporate roles;Prefer flexible or remote opportunities"
"5283","43","Non-binary","Software Engineer","Senior","Shopee","262","HealthTech","Bangalore","Marketing;Content Creation","Career transition planning","Only interested in technical discussions or engineering roles;Not looking for sales or marketing opportunities"
"5284","24","Non-binary","Founder","Junior","IBM","53","Climate Tech","Paris","Data Science","Looking for internship opportunities;Mentorship and guidance","Prefer discussions with decision-makers only"
"5285","18","Female","Consultant","","Adobe","610","FinTech","Toronto","Product Management","Understanding investor expectations","Prefer strategy or transformation work;Looking for short-term or project-based engagements"
"5286","31","Female","Consultant","Junior","Flipkart","284","Supply Chain","Singapore","Open Source;AI;Corporate Innovation;Venture Capital","Mentorship and guidance;Networking with industry peers","Looking for short-term or project-based engagements;Not interested in permanent full-time roles"
"5287","39","Female","Marketing Manager","Executive","Paytm","20","E-commerce","San Francisco","Corporate Innovation;Startup Ecosystem;SaaS","Understanding investor expectations","Interested in growth or performance marketing roles;Not looking for pure content-only positions"
"5288","42","Female","Software Engineer","Junior","Oracle","206","EdTech","Sydney","AI;Product Management;Open Source","Understanding investor expectations;Exploring freelance or contract work","Only interested in technical discussions or engineering roles"
"5289","57","Non-binary","Founder","Executive","Spotify","29","SaaS","Dubai","Venture Capital","Networking with industry peers","Not interested in service or agency partnerships;Prefer discussions with decision-makers only"
"5290","26","Non-binary","Co-Founder","","Apple","16","Climate Tech","Paris","Open Source;Startup Ecosystem;SaaS;Venture Capital","Learning about industry trends","Not interested in solo consulting gigs"
"5291","24","Female","CTO","Mid","Shopify","214","Media","Dubai","AI;Product Management;Corporate Innovation;Data Science","Hiring for current or future roles","Prefer product-scale technical challenges;Not looking for junior engineering roles"
"5292","19","Male","Product Manager","Junior","Shopee","39","Media","New York","Marketing","Hiring for current or future roles;Learning about industry trends;Networking with industry peers","Looking for product-led organizations;Not interested in purely sales-driven roles"
"5293","18","Non-binary","Co-Founder","Mid","Microsoft","239","Climate Tech","Paris","Data Science;Startup Ecosystem;Venture Capital;Content Creation","Building professional visibility","Not interested in solo consulting gigs;Prefer long-term collaboration opportunities"
"5294","19","Non-binary","Marketing Manager","Executive","Accenture","32","HealthTech","San Francisco","Marketing;Venture Capital","Networking with industry peers;Understanding investor expectations;Looking for internship opportunities","Interested in growth or performance marketing roles;Not looking for pure content-only positions"
